thr1,thr2,slope,beta,full,last,combined
0.7,0.75,60,1.0,0.5766815693455078,0.9999986779284284,0.703676701920384
0.7,0.75,60,1.05,0.5847913434833913,0.8408953035284696,0.6616225314969149
0.7,0.75,60,1.1,0.5874414485590799,0.7071057216948134,0.6233407304998
0.7,0.8,10,0.9,0.543846688763853,0.37657198381997514,0.4936642772806896
0.7,0.8,10,0.95,0.5605834984926564,0.3474657527104706,0.49664817475800066
0.7,0.8,10,1.0,0.5766715143264443,0.32516097763649826,0.5012183533194604
0.7,0.8,10,1.05,0.5871746299747918,0.29480667214261913,0.4994642426251399
0.7,0.8,10,1.1,0.5917058921358627,0.245096666053877,0.48772312431126696
0.7,0.8,20,0.9,0.5458007251194875,1.0,0.6820605075836412
0.7,0.8,20,0.95,0.5620543512941307,0.96401077051695,0.6826412770609764
0.7,0.8,20,1.0,0.5773168919100469,0.8720729529206583,0.6657437102132303
0.7,0.8,20,1.05,0.5872150705520796,0.7299267390448861,0.6300285710999215
0.7,0.8,20,1.1,0.5907760627001536,0.6099379952676786,0.596524642470411
0.7,0.8,40,0.9,0.543846510513688,1.0,0.6806925573595817
0.7,0.8,40,0.95,0.56148508783087,1.0,0.693039561481609
0.7,0.8,40,1.0,0.5768068135588764,0.999561260034002,0.7036331475014141
0.7,0.8,40,1.05,0.5852644691346187,0.8405123771265968,0.6618388415322121
0.7,0.8,40,1.1,0.5880943728035954,0.7067682785211653,0.6236965445188664
0.7,0.8,60,0.9,0.5432195216318967,1.0,0.6802536651423277
0.7,0.8,60,0.95,0.5606779999317746,1.0,0.6924745999522421
0.7,0.8,60,1.0,0.5763445913231182,0.9999986779284284,0.7034408173047113
0.7,0.8,60,1.05,0.5844926066749483,0.8408953035284696,0.6614134157310047
0.7,0.8,60,1.1,0.5871776150479039,0.7071057216948134,0.6231560470419768
0.7,0.85,10,0.9,0.5448164990169697,0.37657198381997514,0.4943431444578713
0.7,0.85,10,0.95,0.5616527110382545,0.3474657527104706,0.4973966235399193
0.7,0.85,10,1.0,0.5776490281445991,0.32516097763649826,0.5019026129921688
0.7,0.85,10,1.05,0.5888470405793518,0.29480667214261913,0.5006349300483319
0.7,0.85,10,1.1,0.5935397076259155,0.245096666053877,0.4890067951543039
0.7,0.85,20,0.9,0.545941531615191,1.0,0.6821590721306336
0.7,0.85,20,0.95,0.5622291760601948,0.9640108459670784,0.6827636770322598
0.7,0.85,20,1.0,0.5779367795464461,0.8720730152781556,0.6661776502659589
0.7,0.85,20,1.05,0.5886631595148293,0.729926790581695,0.631042248834889
0.7,0.85,20,1.1,0.592586496331093,0.609938037861447,0.5977919587901991
0.7,0.85,40,0.9,0.5451030274379528,1.0,0.6815721192065669
0.7,0.85,40,0.95,0.5621044756470992,1.0,0.6934731329529694
0.7,0.85,40,1.0,0.5779753764185118,0.999561260034002,0.7044511415031589
0.7,0.85,40,1.05,0.5867218324890598,0.8405123771265968,0.6628589958803208
0.7,0.85,40,1.1,0.5891382200917046,0.7067682785211653,0.6244272376205428
0.7,0.85,60,0.9,0.5443564961596195,1.0,0.6810495473117335
0.7,0.85,60,0.95,0.5616325257352947,1.0,0.6931427680147062
0.7,0.85,60,1.0,0.5773547493277533,0.9999985897905329,0.7041479014665871
0.7,0.85,60,1.05,0.5855086116738972,0.8408952294136292,0.6621245969958167
0.7,0.85,60,1.1,0.5877306385084744,0.7071056593719318,0.6235431447675116
0.7,0.9,10,0.9,0.5458550397564845,0.37657198381997514,0.49507012297553166
0.7,0.9,10,0.95,0.5628268304108046,0.3474657527104706,0.49821850710070437
0.7,0.9,10,1.0,0.57930139494885,0.32516097763649826,0.5030592697551445
0.7,0.9,10,1.05,0.590990869038297,0.29480667214261913,0.5021356099695936
0.7,0.9,10,1.1,0.5956803369049292,0.245096666053877,0.49050523564961346
0.7,0.9,20,0.9,0.5462709948465563,1.0,0.6823896963925893
0.7,0.9,20,0.95,0.5628325967836041,0.96401077051695,0.6831860489036079
0.7,0.9,20,1.0,0.5791304301078021,0.8720729529206583,0.6670131869516589
0.7,0.9,20,1.05,0.5909244708140625,0.7299267390448861,0.6326251512833095
0.7,0.9,20,1.1,0.5951452016908968,0.6099379952676786,0.5995830397639313
0.7,0.9,40,0.9,0.5459385172773029,1.0,0.682156962094112
0.7,0.9,40,0.95,0.5633613095431591,1.0,0.6943529166802114
0.7,0.9,40,1.0,0.579995010030921,0.999561260034002,0.7058648850318453
0.7,0.9,40,1.05,0.5895150962118825,0.8405123771265968,0.6648142804862966
0.7,0.9,40,1.1,0.592459501753493,0.7067682785211653,0.6267521347837947
0.7,0.9,60,0.9,0.5466345421881336,1.0,0.6826441795316935
0.7,0.9,60,0.95,0.5638651598564406,1.0,0.6947056118995083
0.7,0.9,60,1.0,0.5805586523355883,0.9999985897905329,0.7063906335720717
0.7,0.9,60,1.05,0.5899484871161463,0.8408952294136292,0.6652325098053911
0.7,0.9,60,1.1,0.5920460006906058,0.7071056593719318,0.6265638982950035
