thr,slope,beta,full,last,combined
0.85,5,0.9,0.5583706919865749,0.2500820468811161,0.46588409845493717
0.85,5,0.95,0.576606069989633,0.25004333919537347,0.47863725075135516
0.85,5,1.0,0.5942981388352061,0.25002289309978326,0.4910155651145792
0.85,5,1.05,0.6058578439225613,0.25001209291759324,0.49910411862107085
0.85,5,1.1,0.6106906791652318,0.25000638791579455,0.5024853917904006
0.85,10,0.85,0.5487536293159341,0.2534268405873918,0.4601555926973714
0.85,10,0.9,0.5648424255062028,0.2521664616832204,0.471039636359308
0.85,10,0.95,0.5823286038275906,0.2513702874905314,0.4830411089264728
0.85,10,1.0,0.5991350407565396,0.25086701231982533,0.49465463222552525
0.85,10,1.05,0.6119492830538547,0.25054872451961085,0.5035291154935815
0.85,10,1.1,0.6172640382469226,0.2503473519746096,0.5071890323652286
0.85,20,0.85,0.5621909217562998,0.3819665336332783,0.5081236053193934
0.85,20,0.9,0.5781984742071972,0.34997412078719325,0.509731168181196
0.85,20,0.95,0.595691292680582,0.32582618103137184,0.5147317591858189
0.85,20,1.0,0.6125048464056077,0.3075717551825929,0.5210249190387032
0.85,20,1.05,0.6245468600650323,0.2805241113638958,0.5213400354546913
0.85,20,1.1,0.6295423359966205,0.23351150793030365,0.5107330875767254
0.85,40,0.85,0.5685863650341907,1.0,0.6980104555239335
0.85,40,0.9,0.5845007905534847,0.9793355673598116,0.7029512235953828
0.85,40,0.95,0.601733819960873,0.9382653809279581,0.7026932882509985
0.85,40,1.0,0.6173992728046381,0.8398535427934166,0.6841355538012717
0.85,40,1.05,0.6281862366481923,0.7019245894278487,0.6503077424820892
0.85,40,1.1,0.6340528424515934,0.5856550186418435,0.6195334953086684
0.9,3,0.85,0.5421505763397841,0.25001513496189853,0.4545099439264184
0.9,3,0.9,0.5587234044401753,0.25000697151891366,0.4661084745637968
0.9,3,0.95,0.5757471705282131,0.2500032112444179,0.4780239827430745
0.9,3,1.0,0.5927523797629567,0.2500014791749716,0.48992710958656116
0.9,3,1.05,0.6025967646277979,0.2500006813440427,0.4968179396426713
