thr,slope,beta,full,last,combined
0.8,3,0.85,0.531446744897411,8.163689041578614e-05,0.37203721249531235
0.8,3,0.9,0.5464381405144909,4.152203547397543e-05,0.3825191549707858
0.8,3,0.95,0.562183241495526,2.1119025497296585e-05,0.39353460475451735
0.8,3,1.0,0.5787534754442794,1.0741644720453891e-05,0.4051306553044116
0.8,3,1.05,0.5873546411462328,5.4634705391374856e-06,0.4111498878435247
0.8,3,1.1,0.5895644513309506,2.7788616495538718e-06,0.41269594959016026
0.8,5,0.85,0.5336534287200473,0.0005436108540358783,0.3737204833602439
0.8,5,0.9,0.5485810775760248,0.00030905482389011267,0.38409947075038436
0.8,5,0.95,0.5639779017868397,0.00017571557711051477,0.39483724592392094
0.8,5,1.0,0.580592490550777,9.990850003410029e-05,0.40644471593555415
0.8,5,1.05,0.5901408164588609,5.6807508412820246e-05,0.4131156137737264
0.8,5,1.1,0.5924952379106467,3.230101307362417e-05,0.41475635684137474
0.8,10,0.85,0.5384404506599413,0.018253327705908377,0.3823843137737314
0.8,10,0.9,0.552408663511598,0.012642680608647781,0.3904788686407129
0.8,10,0.95,0.5679254606844081,0.008766771565965503,0.4001778539488753
0.8,10,1.0,0.5838525600439273,0.006085008852085736,0.41052229468637474
0.8,10,1.05,0.5923642158107997,0.004227023232067888,0.4159230580371801
0.8,10,1.1,0.5935501290081502,0.0029383397337132233,0.4163665922258191
0.8,20,0.85,0.5436861456885224,0.44879934233190377,0.5152201046815368
0.8,20,0.9,0.5573359749516369,0.35858411502667686,0.49771041697414886
0.8,20,0.95,0.5723665539031562,0.2867234872696257,0.48667363391309704
0.8,20,1.0,0.5872281754451366,0.22943031391055857,0.47988881698476316
0.8,20,1.05,0.5962192536744203,0.1837115034261366,0.47246692859993517
0.8,20,1.1,0.5979608432314851,0.1471985229186655,0.4627321471376392
0.8,40,0.85,0.5424982439993196,0.75,0.6047487707995236
0.8,40,0.9,0.5568793524310671,0.75,0.6148155467017469
0.8,40,0.95,0.5728546280446972,0.75,0.625998239631288
0.8,40,1.0,0.5880817604251878,0.7248628823855867,0.6291160970133074
0.8,40,1.05,0.5964886964404849,0.6085041609936448,0.6000933358064329
0.8,40,1.1,0.5987878536949236,0.5108245486028611,0.5723988621673048
0.85,3,0.85,0.5341839554376121,3.559704684586849e-05,0.37393944792038225
0.85,3,0.9,0.5495658327883465,1.7242753261607507e-05,0.384701255777821
0.85,3,0.95,0.5652154502131674,8.352192741425168e-06,0.39565332080703963
0.85,3,1.0,0.5809080466194014,4.045712757793981e-06,0.4066368463474083
0.85,3,1.05,0.5899153966463009,1.9597014434593895e-06,0.41294136556284367
0.85,3,1.1,0.5920016111336089,9.4925949497356e-07,0.4144014125713747
